#SampleID,R1.P,R10.P,R11.P,R12.P,R13.P,R14.P,R15.P,R16.P,R17.P,R18.P,R19.P,R2.P,R20.P,R21.P,R22.P,R23.P,R24.P,R25.P,R26.P,R27.P,R28.P,R29.P,R3.P,R4.P,R5.P,R6.P,R7.P,R8.P,R9.P,-99
Rabbit_ID,A.12,A.13,A.14,A.15,A.16,B.12,B.13,B.14,B.15,C.12,C.13,C.14,C.15,C.16,D.12,D.13,D.14,D.15,D.16,E.12,E.13,E.14,E.15,E.16,F.12,F.13,F.14,F.15,F.16,-99
k__Bacteria;p__Tenericutes;c__RF3,0.00141176470588,0.0194705882353,0.0120588235294,0.00194117647059,0.00641176470588,0.00523529411765,0.00547058823529,0.000529411764706,0.011,0.002,0.00417647058824,0.00294117647059,0.00517647058824,0.00105882352941,0.00705882352941,0.0466470588235,0.0148235294118,0.0766470588235,0.0178235294118,0.00735294117647,0.0154117647059,0.00311764705882,0.000352941176471,0.000764705882353,0.00205882352941,0.00194117647059,0.00658823529412,0.0169411764706,0.027,29
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,0.0312352941176,0.0295882352941,0.0237647058824,0.0245882352941,0.0111176470588,0.0108235294118,0.00276470588235,0.000705882352941,0.0460588235294,0.00364705882353,0.00811764705882,0.0350588235294,0.0842941176471,0.0204705882353,0.00947058823529,0.0299411764706,0.0118235294118,0.0512352941176,0.00205882352941,0.0142941176471,0.0346470588235,0.0211764705882,0.00147058823529,0.0438235294118,0.00788235294118,0.0485294117647,0.00852941176471,0.00758823529412,0.00905882352941,29
Unassigned;Other;Other;Other,0.101705882353,0.0713529411765,0.0818235294118,0.0614705882353,0.115117647059,0.0888823529412,0.110294117647,0.920823529412,0.127647058824,0.157882352941,0.208882352941,0.163411764706,0.0861764705882,0.108,0.110823529412,0.184176470588,0.0793529411765,0.0945294117647,0.107117647059,0.106058823529,0.110529411765,0.137470588235,0.694235294118,0.226647058824,0.399411764706,0.0802352941176,0.0592941176471,0.0725882352941,0.0828235294118,29
k__Bacteria;Other;Other;Other,0.000117647058824,0.0,0.0,0.0,5.88235294118e-05,0.000117647058824,0.000117647058824,0.0,0.0,0.000117647058824,0.000117647058824,0.0,0.000470588235294,0.000176470588235,0.0,0.000529411764706,0.0,0.0,0.000176470588235,0.0,5.88235294118e-05,5.88235294118e-05,0.0,0.000176470588235,0.000235294117647,0.0,5.88235294118e-05,5.88235294118e-05,0.0,16
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,0.00664705882353,0.0,0.000235294117647,0.00217647058824,5.88235294118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0121176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00594117647059,0.0603529411765,0.000176470588235,0.000235294117647,0.00829411764706,0.00264705882353,0.0,11
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,0.00117647058824,0.000117647058824,0.000529411764706,0.000470588235294,0.000529411764706,0.000529411764706,0.00282352941176,0.000235294117647,0.00176470588235,0.00311764705882,0.00288235294118,0.000294117647059,0.00494117647059,0.00252941176471,0.00217647058824,0.00576470588235,0.00141176470588,0.00170588235294,0.00164705882353,0.00211764705882,0.00152941176471,0.00205882352941,0.000176470588235,0.000941176470588,0.00152941176471,0.000588235294118,0.000117647058824,0.000352941176471,0.000294117647059,29
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,0.317294117647,0.181882352941,0.145823529412,0.137823529412,0.355,0.347764705882,0.163823529412,0.00970588235294,0.275058823529,0.261647058824,0.341705882353,0.265176470588,0.384529411765,0.361705882353,0.455705882353,0.134647058824,0.473823529412,0.364294117647,0.398470588235,0.269117647059,0.339,0.195294117647,0.0535882352941,0.278352941176,0.166941176471,0.370823529412,0.206588235294,0.262529411765,0.310764705882,29
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294118e-05,0.000117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2,0.00182352941176,0.00164705882353,0.00170588235294,0.000176470588235,0.000352941176471,0.000529411764706,0.000941176470588,0.000117647058824,0.00282352941176,0.000470588235294,0.000176470588235,0.00223529411765,0.0,0.00123529411765,0.000235294117647,0.000941176470588,0.000411764705882,0.000470588235294,0.000470588235294,0.000588235294118,5.88235294118e-05,0.000647058823529,0.000529411764706,0.000176470588235,0.000176470588235,0.000411764705882,0.000411764705882,0.000235294117647,0.000882352941176,28
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,5.88235294118e-05,0.0,0.0,0.0,5.88235294118e-05,0.0,0.0,0.000176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294118e-05,0.0,0.0,5.88235294118e-05,0.0,5.88235294118e-05,0.0,0.0,0.0,0.0,6
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,0.516529411765,0.635823529412,0.681588235294,0.728764705882,0.475588235294,0.522470588235,0.686294117647,0.0615882352941,0.506705882353,0.538176470588,0.412176470588,0.489058823529,0.423470588235,0.489647058824,0.405823529412,0.583764705882,0.378764705882,0.368588235294,0.467294117647,0.588470588235,0.475529411765,0.602764705882,0.233647058824,0.373411764706,0.375529411765,0.468588235294,0.675117647059,0.619352941176,0.545470588235,29
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98,0.000117647058824,5.88235294118e-05,5.88235294118e-05,5.88235294118e-05,0.0,0.0,5.88235294118e-05,0.0,0.000352941176471,5.88235294118e-05,5.88235294118e-05,0.0,5.88235294118e-05,5.88235294118e-05,0.0,5.88235294118e-05,5.88235294118e-05,5.88235294118e-05,0.0,0.0,5.88235294118e-05,0.0,0.0,0.0,0.000176470588235,0.0,0.0,0.0,0.0,15
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales,5.88235294118e-05,0.000294117647059,0.000176470588235,0.0,0.0,0.0,0.0,0.0,0.000352941176471,0.000823529411765,5.88235294118e-05,0.000235294117647,0.000647058823529,0.000235294117647,5.88235294118e-05,0.0,0.000294117647059,0.0,0.000235294117647,0.000117647058824,0.000470588235294,0.000235294117647,0.0,0.0,0.000411764705882,0.0,5.88235294118e-05,0.0,0.0,17
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales,5.88235294118e-05,0.000117647058824,0.0,5.88235294118e-05,0.0,0.0,5.88235294118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000176470588235,0.000176470588235,0.000176470588235,5.88235294118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
k__Bacteria;p__OP11;c__OP11-3;o__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__,0.0,0.00182352941176,0.001,0.0,0.000470588235294,0.00252941176471,0.000176470588235,0.0,0.000294117647059,0.000411764705882,0.000411764705882,0.0,0.0,0.0,0.0,0.0,0.000588235294118,0.0,0.0,0.000352941176471,0.00129411764706,0.000176470588235,0.0,0.0,0.0,0.000705882352941,0.000764705882353,0.0,5.88235294118e-05,15
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32,0.000529411764706,0.00441176470588,0.00229411764706,0.00252941176471,0.00358823529412,0.000294117647059,0.00329411764706,0.0,0.00323529411765,0.000529411764706,0.00105882352941,0.00605882352941,0.000411764705882,0.00241176470588,0.00117647058824,0.000117647058824,0.00147058823529,0.000352941176471,0.000176470588235,0.000235294117647,0.000588235294118,0.000823529411765,5.88235294118e-05,5.88235294118e-05,0.00411764705882,0.000882352941176,0.00352941176471,0.000117647058824,0.000705882352941,28
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294118e-05,0.0,0.0,0.0,0.0,1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294118e-05,0.0,0.0,0.0,0.0,0.0,5.88235294118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,5.88235294118e-05,5.88235294118e-05,0.0,5.88235294118e-05,0.000117647058824,0.0,0.000176470588235,0.000294117647059,0.0,0.000352941176471,0.0,0.0,0.000470588235294,0.000117647058824,0.000117647058824,5.88235294118e-05,0.0,0.0,0.0,0.000117647058824,0.000117647058824,0.000117647058824,0.0,0.0,5.88235294118e-05,0.000176470588235,0.0,0.0,5.88235294118e-05,17
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.000352941176471,0.0,0.000117647058824,0.000294117647059,0.000882352941176,0.000470588235294,0.0,0.0,0.00223529411765,0.000411764705882,0.000235294117647,0.0101176470588,0.000529411764706,0.00164705882353,0.000294117647059,0.001,0.0,0.00182352941176,5.88235294118e-05,0.000294117647059,0.000411764705882,0.000647058823529,0.000647058823529,0.000529411764706,0.000411764705882,0.00688235294118,0.00170588235294,0.000294117647059,0.000176470588235,25
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales,0.000411764705882,0.000941176470588,0.000294117647059,0.000176470588235,0.0,0.000352941176471,0.000352941176471,0.000235294117647,0.00105882352941,0.00152941176471,0.00570588235294,0.000647058823529,0.000705882352941,0.00235294117647,0.00123529411765,0.000882352941176,0.00135294117647,0.00152941176471,0.000941176470588,0.00176470588235,0.00135294117647,0.00747058823529,0.000176470588235,0.000411764705882,0.000647058823529,0.000647058823529,0.000176470588235,0.000941176470588,0.000941176470588,28
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,0.0,0.0,5.88235294118e-05,0.0,0.0,0.0,0.000764705882353,0.00341176470588,5.88235294118e-05,0.0,5.88235294118e-05,0.0,0.0,5.88235294118e-05,0.000117647058824,5.88235294118e-05,5.88235294118e-05,5.88235294118e-05,5.88235294118e-05,0.000176470588235,0.0,5.88235294118e-05,5.88235294118e-05,0.000117647058824,5.88235294118e-05,5.88235294118e-05,0.0,0.0,0.0,17
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,0.0,0.0,0.0,0.0,0.0,0.0,0.000176470588235,0.000764705882353,0.0,0.0,0.0,0.0,5.88235294118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales,0.0,0.0,0.0,0.0,5.88235294118e-05,0.000235294117647,0.000352941176471,0.000117647058824,0.000117647058824,0.0159411764706,0.000117647058824,0.0,0.00458823529412,0.000235294117647,0.000411764705882,0.000176470588235,0.000117647058824,0.000117647058824,0.000294117647059,5.88235294118e-05,0.000117647058824,5.88235294118e-05,0.0,5.88235294118e-05,5.88235294118e-05,0.000117647058824,0.0,0.000705882352941,0.000117647058824,22
k__Bacteria;p__TM7;c__TM7-3;o__CW040,0.000588235294118,0.0,0.000176470588235,0.000176470588235,0.000235294117647,0.000176470588235,0.000764705882353,5.88235294118e-05,0.00211764705882,0.00535294117647,0.00188235294118,0.00129411764706,0.00235294117647,0.000411764705882,0.000705882352941,0.000352941176471,0.000823529411765,0.000235294117647,0.000588235294118,0.000529411764706,0.00105882352941,0.000823529411765,0.00129411764706,0.00305882352941,0.00182352941176,0.000352941176471,0.0,0.000117647058824,0.000117647058824,27
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39,0.0198235294118,0.0524117647059,0.0482941176471,0.0392352941176,0.0303529411765,0.0195882352941,0.0212352941176,0.000764705882353,0.0191176470588,0.00752941176471,0.0121764705882,0.0113529411765,0.00105882352941,0.00752941176471,0.00458823529412,0.0107058823529,0.0346470588235,0.0381764705882,0.00252941176471,0.00829411764706,0.0177647058824,0.027,0.00776470588235,0.0111176470588,0.0381764705882,0.0188235294118,0.0287647058824,0.0155294117647,0.0215294117647,29
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28,0.00141176470588,0.0194705882353,0.0120588235294,0.00194117647059,0.00641176470588,0.00523529411765,0.00547058823529,0.000529411764706,0.011,0.002,0.00417647058824,0.00294117647059,0.00517647058824,0.00105882352941,0.00705882352941,0.0466470588235,0.0148235294118,0.0766470588235,0.0178235294118,0.00735294117647,0.0154117647059,0.00311764705882,0.000352941176471,0.000764705882353,0.00205882352941,0.00194117647059,0.00658823529412,0.0169411764706,0.027,29
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales,0.0312352941176,0.0295882352941,0.0237647058824,0.0245882352941,0.0111176470588,0.0108235294118,0.00276470588235,0.000705882352941,0.0460588235294,0.00364705882353,0.00811764705882,0.0350588235294,0.0842941176471,0.0204705882353,0.00947058823529,0.0299411764706,0.0118235294118,0.0512352941176,0.00205882352941,0.0142941176471,0.0346470588235,0.0211764705882,0.00147058823529,0.0438235294118,0.00788235294118,0.0485294117647,0.00852941176471,0.00758823529412,0.00905882352941,29
Unassigned;Other;Other;Other;Other,0.101705882353,0.0713529411765,0.0818235294118,0.0614705882353,0.115117647059,0.0888823529412,0.110294117647,0.920823529412,0.127647058824,0.157882352941,0.208882352941,0.163411764706,0.0861764705882,0.108,0.110823529412,0.184176470588,0.0793529411765,0.0945294117647,0.107117647059,0.106058823529,0.110529411765,0.137470588235,0.694235294118,0.226647058824,0.399411764706,0.0802352941176,0.0592941176471,0.0725882352941,0.0828235294118,29
k__Bacteria;Other;Other;Other;Other,0.000117647058824,0.0,0.0,0.0,5.88235294118e-05,0.000117647058824,0.000117647058824,0.0,0.0,0.000117647058824,0.000117647058824,0.0,0.000470588235294,0.000176470588235,0.0,0.000529411764706,0.0,0.0,0.000176470588235,0.0,5.88235294118e-05,5.88235294118e-05,0.0,0.000176470588235,0.000235294117647,0.0,5.88235294118e-05,5.88235294118e-05,0.0,16
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,0.00664705882353,0.0,0.000235294117647,0.00217647058824,5.88235294118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0121176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00594117647059,0.0603529411765,0.000176470588235,0.000235294117647,0.00829411764706,0.00264705882353,0.0,11
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,0.00117647058824,0.000117647058824,0.000529411764706,0.000470588235294,0.000529411764706,0.000529411764706,0.00282352941176,0.000235294117647,0.00176470588235,0.00311764705882,0.00288235294118,0.000294117647059,0.00494117647059,0.00252941176471,0.00217647058824,0.00576470588235,0.00141176470588,0.00170588235294,0.00164705882353,0.00211764705882,0.00152941176471,0.00205882352941,0.000176470588235,0.000941176470588,0.00152941176471,0.000588235294118,0.000117647058824,0.000352941176471,0.000294117647059,29
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other,0.000647058823529,0.0,0.000117647058824,0.0,0.000176470588235,0.000294117647059,0.000294117647059,0.0,0.000235294117647,5.88235294118e-05,0.00123529411765,5.88235294118e-05,0.000117647058824,0.000294117647059,0.000352941176471,0.000117647058824,0.000823529411765,0.000235294117647,0.000588235294118,0.000176470588235,0.000764705882353,0.000235294117647,5.88235294118e-05,0.000176470588235,0.0,0.000176470588235,0.000764705882353,0.000117647058824,5.88235294118e-05,25
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__,0.185176470588,0.0347058823529,0.0241176470588,0.0388823529412,0.0221764705882,0.0368823529412,0.0139411764706,0.00129411764706,0.0332941176471,0.0713529411765,0.0537647058824,0.00717647058824,0.0502941176471,0.0637647058824,0.0287058823529,0.0518235294118,0.0283529411765,0.00117647058824,0.0128823529412,0.0628235294118,0.0201764705882,0.0111176470588,0.0174117647059,0.188647058824,0.00970588235294,0.222470588235,0.059,0.0402352941176,0.0302941176471,29
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,0.0121176470588,0.00264705882353,0.00305882352941,0.0222352941176,0.00488235294118,0.0214117647059,0.00817647058824,0.00205882352941,0.00905882352941,0.0688235294118,0.194,0.155647058824,0.156647058824,0.00552941176471,0.121,0.00376470588235,0.0198823529412,0.0350588235294,0.0843529411765,0.0366470588235,0.00282352941176,0.0272941176471,0.00670588235294,0.0271764705882,0.105588235294,0.00388235294118,0.00288235294118,0.019,0.00741176470588,29
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae,0.00370588235294,0.00129411764706,0.00158823529412,0.00176470588235,0.000529411764706,0.00188235294118,0.000647058823529,0.0,5.88235294118e-05,0.00105882352941,0.000176470588235,0.00282352941176,0.00358823529412,5.88235294118e-05,0.00435294117647,0.00270588235294,0.000823529411765,5.88235294118e-05,0.000764705882353,0.00258823529412,0.000823529411765,0.00252941176471,0.000588235294118,0.00423529411765,0.003,0.00158823529412,0.0,0.000470588235294,0.00141176470588,27
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,0.0492352941176,0.116882352941,0.0949411764706,0.0421176470588,0.252705882353,0.0957058823529,0.0987647058824,0.00194117647059,0.0552352941176,0.0313529411765,0.0508235294118,0.0885294117647,0.0228235294118,0.0234117647059,0.0139411764706,0.013,0.0550588235294,0.170411764706,0.0182941176471,0.0277058823529,0.186470588235,0.114411764706,0.0246470588235,0.0377647058824,0.041,0.0491764705882,0.0504705882353,0.123,0.175411764706,29
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7,0.000176470588235,0.00676470588235,0.00741176470588,0.009,0.00835294117647,0.00547058823529,0.0111764705882,0.00105882352941,0.119705882353,0.00117647058824,0.0163529411765,0.000176470588235,0.00135294117647,0.0211176470588,0.0385882352941,0.0279411764706,0.0508823529412,0.0770588235294,0.00552941176471,0.00388235294118,0.0341764705882,0.00235294117647,0.000117647058824,0.000176470588235,0.00205882352941,0.00423529411765,0.0277058823529,0.0164705882353,0.00658823529412,29
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae],0.0653529411765,0.0188823529412,0.0137647058824,0.0228823529412,0.0644705882353,0.184647058824,0.0275294117647,0.00317647058824,0.0545294117647,0.0851764705882,0.0220588235294,0.0101764705882,0.147470588235,0.239529411765,0.246764705882,0.0338235294118,0.316882352941,0.0798823529412,0.271764705882,0.134529411765,0.0918823529412,0.0342941176471,0.00282352941176,0.0191176470588,0.00488235294118,0.0888823529412,0.0649411764706,0.0616470588235,0.0874117647059,29
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae],0.000882352941176,0.000705882352941,0.000823529411765,0.000941176470588,0.00170588235294,0.00147058823529,0.00329411764706,0.000176470588235,0.00294117647059,0.00264705882353,0.00329411764706,0.000588235294118,0.00223529411765,0.008,0.002,0.00147058823529,0.00111764705882,0.000411764705882,0.00429411764706,0.000764705882353,0.00188235294118,0.00305882352941,0.00123529411765,0.00105882352941,0.000705882352941,0.000411764705882,0.000823529411765,0.00158823529412,0.00217647058824,29
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294118e-05,0.000117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__,0.00182352941176,0.00164705882353,0.00170588235294,0.000176470588235,0.000352941176471,0.000529411764706,0.000941176470588,0.000117647058824,0.00282352941176,0.000470588235294,0.000176470588235,0.00223529411765,0.0,0.00123529411765,0.000235294117647,0.000941176470588,0.000411764705882,0.000470588235294,0.000470588235294,0.000588235294118,5.88235294118e-05,0.000647058823529,0.000529411764706,0.000176470588235,0.000176470588235,0.000411764705882,0.000411764705882,0.000235294117647,0.000882352941176,28
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
